Date&Time(UTC),Temperature(Â°C),Humidity(%),Pressure(hPa),Illuminance(lx),Full(RAW),Visible(RAW),Infrared(RAW),,,,
2022-10-19 01:53:31,"24,49",52,"977,8","0,011545",438,271,167,,,,
2022-10-19 01:54:01,"24,48",52,"977,8","0,011506",446,273,173,,,,
2022-10-19 01:54:31,"24,47",52,"977,81","0,01163",438,272,166,,,,
2022-10-19 01:55:01,"24,47",52,"977,8","0,011695",442,274,168,,,,
2022-10-19 01:55:31,"24,47",52,"977,81","0,011675",446,275,171,,,,
2022-10-19 01:56:01,"24,47",52,"977,8","0,011695",442,274,168,,,,
2022-10-19 01:56:31,"24,46",52,"977,79","0,011701",445,275,170,,,,
2022-10-19 01:57:01,"24,46",52,"977,78","0,011642",444,274,170,,,,
2022-10-19 01:57:31,"24,47",52,"977,79","0,011577",440,272,168,,,,
2022-10-19 01:58:01,"24,46",52,"977,79","0,011551",441,272,169,,,,
2022-10-19 01:58:31,"24,45",52,"977,79","0,01146",438,270,168,,,,
2022-10-19 01:59:01,"24,45",52,"977,8","0,011343",436,268,168,,,,
2022-10-19 01:59:31,"24,45",52,"977,8","0,011369",435,268,167,,,,
2022-10-19 02:00:01,"24,44",52,"977,8","0,011427",436,269,167,,,,
2022-10-19 02:00:31,"24,43",52,"977,8","0,011369",435,268,167,,,,
2022-10-19 02:01:01,"24,44",52,"977,81","0,011427",436,269,167,,,,
2022-10-19 02:01:31,"24,44",52,"977,82","0,011519",439,271,168,,,,
2022-10-19 02:02:01,"24,43",52,"977,83","0,011636",441,273,168,,,,
2022-10-19 02:02:31,"24,44",52,"977,82","0,01161",442,273,169,,,,
2022-10-19 02:03:01,"24,43","52,1","977,8","0,01161",442,273,169,,,,
2022-10-19 02:03:31,"24,43",52,"977,81","0,011728",444,275,169,,,,
2022-10-19 02:04:01,"24,44","52,1","977,81","0,011701",445,275,170,,,,
2022-10-19 02:04:31,"24,43",52,"977,83","0,011787",445,276,169,,,,
2022-10-19 02:05:01,"24,43","52,1","977,83","0,011278",455,273,182,,,,
2022-10-19 02:05:31,"24,42","52,1","977,82","0,011642",444,274,170,,,,
2022-10-19 02:06:01,"24,43","52,1","977,82","0,011642",444,274,170,,,,
2022-10-19 02:06:31,"24,42","52,1","977,82","0,011728",444,275,169,,,,
2022-10-19 02:07:01,"24,42","52,1","977,82","0,011375",438,269,169,,,,
2022-10-19 02:07:31,"24,42","52,1","977,82","0,011492",440,271,169,,,,
2022-10-19 02:08:01,"24,42","52,1","977,81","0,011551",441,272,169,,,,
2022-10-19 02:08:31,"24,43","52,1","977,81","0,011186",429,264,165,,,,
2022-10-19 02:09:01,"24,43","52,1","977,8","0,011212",428,264,164,,,,
2022-10-19 02:09:31,"24,43","52,1","977,79","0,011154",427,263,164,,,,
2022-10-19 02:10:01,"24,42","52,1","977,8","0,01118",426,263,163,,,,
2022-10-19 02:10:31,"24,42","52,1","977,8","0,011134",431,264,167,,,,
2022-10-19 02:11:01,"24,42","52,2","977,79","0,011069",427,262,165,,,,
2022-10-19 02:11:31,"24,42","52,2","977,78","0,011154",427,263,164,,,,
2022-10-19 02:12:01,"24,42","52,2","977,78","0,011401",437,269,168,,,,
2022-10-19 02:12:31,"24,41","52,2","977,76","0,011277",432,266,166,,,,
2022-10-19 02:13:02,"24,41","52,2","977,77","0,011421",433,268,165,,,,
2022-10-19 02:13:32,"24,41","52,2","977,78","0,011427",436,269,167,,,,
2022-10-19 02:14:02,"24,4","52,2","977,77","0,011492",440,271,169,,,,
2022-10-19 02:14:32,"24,42","52,2","977,76","0,011636",441,273,168,,,,
2022-10-19 02:15:02,"24,41","52,2","977,76","0,01146",438,270,168,,,,
2022-10-19 02:15:32,"24,41","52,2","977,75","0,011415",443,271,172,,,,
2022-10-19 02:16:02,"24,41","52,2","977,75","0,011401",437,269,168,,,,
2022-10-19 02:16:32,"24,42","52,2","977,74","0,011434",439,270,169,,,,
2022-10-19 02:17:02,"24,41","52,2","977,75","0,011343",436,268,168,,,,
2022-10-19 02:17:32,"24,4","52,2","977,73","0,011401",437,269,168,,,,
2022-10-19 02:18:02,"24,4","52,2","977,72","0,011349",439,269,170,,,,
2022-10-19 02:18:32,"24,4","52,2","977,72","0,011284",435,267,168,,,,
2022-10-19 02:19:02,"24,4","52,2","977,72","0,011317",437,268,169,,,,
2022-10-19 02:19:32,"24,4","52,2","977,72","0,011258",436,267,169,,,,
2022-10-19 02:20:02,"24,4","52,2","977,72","0,011401",437,269,168,,,,
2022-10-19 02:20:32,"24,4","52,2","977,71","0,01161",442,273,169,,,,
2022-10-19 02:21:02,"24,4","52,2","977,7","0,011525",442,272,170,,,,
2022-10-19 02:21:32,"24,4","52,2","977,71","0,011473",444,272,172,,,,
2022-10-19 02:22:02,"24,39","52,3","977,71","0,011532",445,273,172,,,,
2022-10-19 02:22:32,"24,39","52,2","977,71","0,011532",445,273,172,,,,
2022-10-19 02:23:02,"24,4","52,2","977,7","0,01159",446,274,172,,,,
2022-10-19 02:23:32,"24,4","52,2","977,7","0,011466",441,271,170,,,,
2022-10-19 02:24:02,"24,4","52,2","977,69","0,011408",440,270,170,,,,
2022-10-19 02:24:32,"24,4","52,2","977,7","0,013743",867,416,451,,,,
2022-10-19 02:25:02,"24,4","52,2","977,69","0,011936",462,283,179,,,,
2022-10-19 02:25:32,"24,4","52,2","977,67","0,011943",452,280,172,,,,
2022-10-19 02:26:02,"24,4","52,2","977,66","0,011975",454,281,173,,,,
2022-10-19 02:26:32,"24,39","52,2","977,64","0,012217",461,286,175,,,,
2022-10-19 02:27:02,"24,39","52,2","977,61","0,012302",461,287,174,,,,
2022-10-19 02:27:32,"24,39","52,2","977,61","0,012217",461,286,175,,,,
2022-10-19 02:28:02,"24,39","52,2","977,58","0,012028",452,281,171,,,,
2022-10-19 02:28:32,"24,39","52,2","977,59","0,012087",453,282,171,,,,
2022-10-19 02:29:02,"24,38","52,2","977,59","0,012217",461,286,175,,,,
2022-10-19 02:29:32,"24,38","52,2","977,58","0,012132",461,285,176,,,,
2022-10-19 02:30:02,"24,38","52,3","977,58","0,012152",457,284,173,,,,
2022-10-19 02:30:32,"24,38","52,2","977,58","0,012282",465,288,177,,,,
2022-10-19 02:31:02,"24,38","52,2","977,58","0,012255",466,288,178,,,,
2022-10-19 02:31:32,"24,38","52,3","977,59","0,012262",469,289,180,,,,
2022-10-19 02:32:02,"24,37","52,3","977,6","0,012347",469,290,179,,,,
2022-10-19 02:32:32,"24,37","52,2","977,6","0,012255",466,288,178,,,,
2022-10-19 02:33:02,"24,37","52,3","977,62","0,011963",448,279,169,,,,
2022-10-19 02:33:32,"24,37","52,3","977,62","0,011813",444,276,168,,,,
2022-10-19 02:34:02,"24,37","52,3","977,64","0,01204",458,283,175,,,,
2022-10-19 02:34:32,"24,37","52,3","977,62","0,012105",462,285,177,,,,
2022-10-19 02:35:02,"24,37","52,3","977,63","0,012223",464,287,177,,,,
2022-10-19 02:35:32,"24,37","52,3","977,63","0,01219",462,286,176,,,,
2022-10-19 02:36:02,"24,37","52,3","977,64","0,012197",465,287,178,,,,
2022-10-19 02:36:32,"24,37","52,3","977,64","0,012386",474,292,182,,,,
2022-10-19 02:37:02,"24,37","52,3","977,65","0,011988",460,283,177,,,,
2022-10-19 02:37:32,"24,37","52,3","977,65","0,011864",455,280,175,,,,
2022-10-19 02:38:02,"24,37","52,3","977,66","0,01217",466,287,179,,,,
2022-10-19 02:38:32,"24,37","52,3","977,66","0,012086",466,286,180,,,,
2022-10-19 02:39:02,"24,37","52,3","977,65","0,012118",468,287,181,,,,
2022-10-19 02:39:32,"24,37","52,3","977,65","0,012262",469,289,180,,,,
2022-10-19 02:40:02,"24,37","52,3","977,65","0,012392",477,293,184,,,,
2022-10-19 02:40:32,"24,37","52,3","977,62","0,012301",474,291,183,,,,
2022-10-19 02:41:02,"24,38","52,3","977,61","0,012301",474,291,183,,,,
2022-10-19 02:41:32,"24,37","52,3","977,61","0,012359",475,292,183,,,,
2022-10-19 02:42:02,"24,37","52,3","977,61","0,012418",476,293,183,,,,
2022-10-19 02:42:32,"24,37","52,3","977,6","0,012509",479,295,184,,,,
2022-10-19 02:43:02,"24,37","52,3","977,61","0,012418",476,293,183,,,,
2022-10-19 02:43:32,"24,36","52,3","977,61","0,012392",477,293,184,,,,
2022-10-19 02:44:02,"24,36","52,3","977,61","0,012483",480,295,185,,,,
2022-10-19 02:44:32,"24,36","52,3","977,6","0,012516",482,296,186,,,,
2022-10-19 02:45:02,"24,36","52,3","977,6","0,012457",481,295,186,,,,
2022-10-19 02:45:32,"24,36","52,3","977,61","0,012406",483,295,188,,,,
2022-10-19 02:46:02,"24,36","52,3","977,62","0,012672",489,300,189,,,,
2022-10-19 02:46:32,"24,36","52,4","977,62","0,012679",492,301,191,,,,
2022-10-19 02:47:02,"24,36","52,4","977,62","0,01277",495,303,192,,,,
2022-10-19 02:47:32,"24,36","52,3","977,62","0,012855",495,304,191,,,,
2022-10-19 02:48:02,"24,36","52,3","977,63","0,012745",496,303,193,,,,
2022-10-19 02:48:32,"24,36","52,4","977,62","0,012738",493,302,191,,,,
2022-10-19 02:49:02,"24,35","52,4","977,62","0,012588",489,299,190,,,,
2022-10-19 02:49:32,"24,35","52,4","977,62","0,012562",490,299,191,,,,
2022-10-19 02:50:02,"24,35","52,4","977,63","0,012829",496,304,192,,,,
2022-10-19 02:50:32,"24,35","52,4","977,63","0,013055",530,317,213,,,,
2022-10-19 02:51:02,"24,35","52,4","977,62","0,012993",506,309,197,,,,
2022-10-19 02:51:32,"24,34","52,4","977,61","0,01296",504,308,196,,,,
2022-10-19 02:52:02,"24,34","52,4","977,62","0,013051",507,310,197,,,,
2022-10-19 02:52:32,"24,34","52,4","977,62","0,013109",508,311,197,,,,
2022-10-19 02:53:02,"24,34","52,4","977,62","0,012785",501,305,196,,,,
2022-10-19 02:53:32,"24,34","52,4","977,62","0,012686",495,302,193,,,,
2022-10-19 02:54:02,"24,34","52,4","977,6","0,012588",489,299,190,,,,
2022-10-19 02:54:32,"24,33","52,4","977,62","0,012511",492,299,193,,,,
2022-10-19 02:55:02,"24,33","52,4","977,61","0,01253",488,298,190,,,,
2022-10-19 02:55:32,"24,33","52,4","977,62","0,012457",481,295,186,,,,
2022-10-19 02:56:02,"24,33","52,4","977,6","0,01253",488,298,190,,,,
2022-10-19 02:56:32,"24,33","52,4","977,6","0,012523",485,297,188,,,,
2022-10-19 02:57:02,"24,32","52,3","977,6","0,013129",504,310,194,,,,
2022-10-19 02:57:32,"24,33","52,4","977,58","0,013037",501,308,193,,,,
2022-10-19 02:58:02,"24,32","52,4","977,59","0,012953",501,307,194,,,,
2022-10-19 02:58:32,"24,33","52,4","977,59","0,012803",497,304,193,,,,
2022-10-19 02:59:02,"24,33","52,4","977,58","0,012452",501,301,200,,,,
2022-10-19 02:59:32,"24,32","52,4","977,58","0,012378",494,298,196,,,,
2022-10-19 03:00:02,"24,32","52,4","977,57","0,01237",491,297,194,,,,
2022-10-19 03:00:32,"24,32","52,4","977,56","0,01241",496,299,197,,,,
2022-10-19 03:01:02,"24,33","52,4","977,55","0,012468",497,300,197,,,,
2022-10-19 03:01:32,"24,32","52,4","977,56","0,012567",503,303,200,,,,
2022-10-19 03:02:02,"24,32","52,4","977,54","0,012749",509,307,202,,,,
2022-10-19 03:02:32,"24,32","52,4","977,54","0,012658",506,305,201,,,,
2022-10-19 03:03:02,"24,33","52,4","977,52","0,01284",512,309,203,,,,
2022-10-19 03:03:32,"24,32","52,4","977,51","0,012443",498,300,198,,,,
2022-10-19 03:04:02,"24,32","52,4","977,5",0,0,0,0,,,,
2022-10-19 03:04:32,"24,32","52,4","977,5",0,0,0,0,,,,
2022-10-19 03:05:02,"24,32","52,4","977,47",0,0,0,0,,,,
2022-10-19 03:05:32,"24,32","52,4","977,45",0,0,0,0,,,,
2022-10-19 03:06:02,"24,33","52,4","977,45",0,0,0,0,0,50612,65534,50614
2022-10-19 03:06:32,"24,33","52,4","977,43",0,0,0,0,0,50612,65534,50614
2022-10-19 03:07:02,"24,32","52,4","977,43",0,0,0,0,0,50612,65534,50614
2022-10-19 03:07:32,"24,32","52,4","977,41",0,0,0,0,0,50612,65534,50614
2022-10-19 03:08:02,"24,33","52,4","977,4",0,0,0,0,0,50612,65534,50614
2022-10-19 03:08:32,"24,32","52,4","977,4","0,012551",507,304,203,0,50612,65534,50614
2022-10-19 03:09:02,"24,32","52,4","977,4","0,012542",504,303,201,"3,457615",50612,50414,198
2022-10-19 03:09:32,"24,32","52,4","977,38","0,012468",497,300,197,0,50612,65534,50614
2022-10-19 03:10:02,"24,32","52,4","977,39","0,012443",498,300,198,"3,457615",50612,50414,198
2022-10-19 03:10:32,"24,33","52,4","977,38","0,012204",491,295,196,,,,
2022-10-19 03:11:02,"24,32","52,5","977,38","0,012353",495,298,197,,,,
2022-10-19 03:11:32,"24,32","52,5","977,4","0,012476",500,301,199,,,,
2022-10-19 03:12:02,"24,32","52,4","977,38","0,012476",500,301,199,,,,
2022-10-19 03:12:32,"24,33","52,4","977,37","0,012675",512,307,205,,,,
2022-10-19 03:13:02,"24,35","52,4","977,36","0,012642",510,306,204,,,,
2022-10-19 03:13:32,"24,36","52,1","977,36","0,012609",508,305,203,,,,
2022-10-19 03:14:02,"24,35","52,1","977,36","0,01265",503,304,199,,,,
2022-10-19 03:14:32,"24,34","51,9","977,35","0,012635",497,302,195,,,,
2022-10-19 03:15:02,"24,39","51,2","977,35","0,012362",488,296,192,,,,
2022-10-19 03:15:32,"24,41","51,4","977,35","0,012428",492,298,194,,,,
2022-10-19 03:16:02,"24,38","51,2","977,34","0,012403",493,298,195,,,,
2022-10-19 03:16:32,"24,35","51,1","977,35","0,012378",494,298,196,,,,
2022-10-19 03:17:02,"24,34","51,1","977,36","0,012403",493,298,195,,,,
2022-10-19 03:17:32,"24,31","51,1","977,36","0,012461",494,299,195,,,,
2022-10-19 03:18:02,"24,29",51,"977,33","0,012618",501,303,198,,,,
2022-10-19 03:18:32,"24,3",51,"977,33","0,01265",503,304,199,,,,
2022-10-19 03:19:02,"24,29","51,1","977,32","0,012817",503,306,197,,,,
2022-10-19 03:19:32,"24,28","51,1","977,3","0,012916",509,309,200,,,,
2022-10-19 03:20:02,"24,29","51,1","977,31","0,012858",508,308,200,,,,
2022-10-19 03:20:32,"24,29","51,1","977,29","0,012941",508,309,199,,,,
2022-10-19 03:21:02,"24,3","51,2","977,29","0,012949",511,310,201,,,,
2022-10-19 03:21:32,"24,3","51,3","977,28","0,013098",515,313,202,,,,
2022-10-19 03:22:02,"24,31","51,3","977,27","0,012833",509,308,201,,,,
2022-10-19 03:22:32,"24,3","51,2","977,27","0,012774",508,307,201,,,,
2022-10-19 03:23:02,"24,3","51,2","977,25","0,012982",513,311,202,,,,
2022-10-19 03:23:32,"24,31","51,2","977,26","0,012956",514,311,203,,,,
2022-10-19 03:24:02,"24,31","51,1","977,25","0,012891",510,309,201,,,,
2022-10-19 03:24:32,"24,31","51,1","977,25","0,012898",513,310,203,,,,
2022-10-19 03:25:02,"24,32","51,1","977,25","0,013091",512,312,200,,,,
2022-10-19 03:25:32,"24,31","51,1","977,23","0,012982",513,311,202,,,,
2022-10-19 03:26:02,"24,31",51,"977,25","0,013124",514,313,201,,,,
2022-10-19 03:26:32,"24,31",51,"977,25","0,013189",518,315,203,,,,
2022-10-19 03:27:02,"24,3",51,"977,23","0,013248",519,316,203,,,,
2022-10-19 03:27:32,"24,28","50,2","977,24","0,013339",522,318,204,,,,
2022-10-19 03:28:02,"24,25","49,8","977,23","0,013339",522,318,204,,,,
2022-10-19 03:28:32,"24,22","49,2","977,23","0,013313",523,318,205,,,,
2022-10-19 03:29:02,"24,25","48,5","977,25","0,013306",520,317,203,,,,
2022-10-19 03:29:32,"24,26","50,3","977,25","0,013222",520,316,204,,,,
2022-10-19 03:30:02,"24,26","50,6","977,25","0,01328",521,317,204,,,,
2022-10-19 03:30:32,"24,27","50,7","977,27","0,013306",520,317,203,,,,
2022-10-19 03:31:02,"24,27","50,7","977,26","0,013255",522,317,205,,,,
2022-10-19 03:31:32,"24,28","50,7","977,26","0,013313",523,318,205,,,,
2022-10-19 03:32:02,"24,29","50,7","977,26","0,01328",521,317,204,,,,
2022-10-19 03:32:32,"24,29","50,7","977,27","0,013288",524,318,206,,,,
2022-10-19 03:33:02,"24,29","50,7","977,27","0,013371",524,319,205,,,,
2022-10-19 03:33:32,"24,29","50,7","977,28","0,013437",528,321,207,,,,
2022-10-19 03:34:02,"24,3","50,7","977,29","0,013371",524,319,205,,,,
2022-10-19 03:34:32,"24,3","50,6","977,29","0,01328",521,317,204,,,,
2022-10-19 03:35:02,"24,29","50,6","977,29","0,013339",522,318,204,,,,
2022-10-19 03:35:32,"24,3","50,6","977,31","0,013339",522,318,204,,,,
2022-10-19 03:36:02,"24,3","50,5","977,31","0,013288",524,318,206,,,,
2022-10-19 03:36:32,"24,3","50,5","977,32","0,013397",523,319,204,,,,
2022-10-19 03:37:02,"24,3","50,5","977,32","0,013463",527,321,206,,,,
2022-10-19 03:37:32,"24,3","50,5","977,31","0,013612",531,324,207,,,,
2022-10-19 03:38:02,"24,3","50,5","977,32","0,013645",533,325,208,,,,
2022-10-19 03:38:32,"24,3","50,4","977,31","0,013703",534,326,208,,,,
2022-10-19 03:39:02,"24,31","50,4","977,31","0,013729",533,326,207,,,,
2022-10-19 03:39:32,"24,31","50,4","977,3","0,01367",532,325,207,,,,
2022-10-19 03:40:02,"24,31","50,4","977,3","0,013579",529,323,206,,,,
2022-10-19 03:40:32,"24,3","50,3","977,3","0,013638",530,324,206,,,,
2022-10-19 03:41:02,"24,31","50,3","977,3","0,013696",531,325,206,,,,
2022-10-19 03:41:32,"24,3","50,3","977,3","0,013554",530,323,207,,,,
2022-10-19 03:42:02,"24,3","50,3","977,3","0,013794",537,328,209,,,,
2022-10-19 03:42:32,"24,3","50,2","977,3","0,013853",538,329,209,,,,
2022-10-19 03:43:02,"24,3","50,2","977,29","0,013762",535,327,208,,,,
2022-10-19 03:43:32,"24,3","50,2","977,28","0,014146",543,334,209,,,,
2022-10-19 03:44:02,"24,3","50,2","977,29","0,013879",537,329,208,,,,
2022-10-19 03:44:32,"24,3","50,1","977,29","0,013846",535,328,207,,,,
2022-10-19 03:45:02,"24,3","50,1","977,28","0,013846",535,328,207,,,,
2022-10-19 03:45:32,"24,3",50,"977,3","0,013722",530,325,205,,,,
2022-10-19 03:46:02,"24,3",50,"977,29","0,013689",528,324,204,,,,
2022-10-19 03:46:32,"24,3",50,"977,29","0,013664",529,324,205,,,,
2022-10-19 03:47:02,"24,29",50,"977,29","0,013664",529,324,205,,,,
2022-10-19 03:47:32,"24,29",50,"977,3","0,013729",533,326,207,,,,
2022-10-19 03:48:02,"24,3","49,9","977,31","0,013886",540,330,210,,,,
2022-10-19 03:48:32,"24,3","49,9","977,31","0,013879",537,329,208,,,,
2022-10-19 03:49:02,"24,3","49,9","977,3","0,01397",540,331,209,,,,
2022-10-19 03:49:32,"24,3","49,8","977,31","0,013853",538,329,209,,,,
2022-10-19 03:50:02,"24,3","49,8","977,3","0,013853",538,329,209,,,,
2022-10-19 03:50:32,"24,3","49,8","977,29","0,01382",536,328,208,,,,
2022-10-19 03:51:02,"24,3","49,8","977,29","0,013736",536,327,209,,,,
2022-10-19 03:51:32,"24,29","49,7","977,29","0,013736",536,327,209,,,,
2022-10-19 03:52:02,"24,29","49,7","977,27","0,013678",535,326,209,,,,
2022-10-19 03:52:32,"24,3","49,7","977,28","0,013769",538,328,210,,,,
2022-10-19 03:53:02,"24,29","49,6","977,27","0,013886",540,330,210,,,,
2022-10-19 03:53:32,"24,29","49,6","977,25","0,014042",547,334,213,,,,
2022-10-19 03:54:02,"24,29","49,6","977,24","0,014159",549,336,213,,,,
2022-10-19 03:54:32,"24,29","49,6","977,25","0,014133",550,336,214,,,,
2022-10-19 03:55:02,"24,29","49,6","977,25","0,019993",1080,560,520,,,,
2022-10-19 03:55:32,"24,29","49,5","977,24","0,014159",549,336,213,,,,
2022-10-19 03:56:02,"24,29","49,5","977,23","0,014133",550,336,214,,,,
2022-10-19 03:56:32,"24,29","49,5","977,22","0,014035",544,333,211,,,,
2022-10-19 03:57:02,"24,29","49,5","977,21","0,013984",546,333,213,,,,
2022-10-19 03:57:32,"24,29","49,4","977,21","0,014042",547,334,213,,,,
2022-10-19 03:58:02,"24,28","49,4","977,19","0,014017",548,334,214,,,,
2022-10-19 03:58:32,"24,28","49,4","977,18","0,014075",549,335,214,,,,
2022-10-19 03:59:02,"24,28","49,4","977,17","0,014049",550,335,215,,,,
2022-10-19 03:59:32,"24,28","49,3","977,17","0,014049",550,335,215,,,,
2022-10-19 04:00:02,"24,28","49,3","977,16","0,01483",572,351,221,,,,
2022-10-19 04:00:32,"24,28","49,3","977,16","0,014772",571,350,221,,,,
2022-10-19 04:01:02,"24,29","49,3","977,15","0,014798",570,350,220,,,,
2022-10-19 04:01:32,"24,29","49,3","977,14","0,01468",568,348,220,,,,
2022-10-19 04:02:02,"24,29","49,3","977,14","0,014706",567,348,219,,,,
2022-10-19 04:02:32,"24,29","49,3","977,13","0,01483",572,351,221,,,,
2022-10-19 04:03:02,"24,28","49,3","977,12","0,014947",574,353,221,,,,
2022-10-19 04:03:32,"24,28","49,2","977,11","0,014895",576,353,223,,,,
2022-10-19 04:04:02,"24,28","49,2","977,11","0,014987",579,355,224,,,,
2022-10-19 04:04:32,"24,29","49,2","977,1","0,015052",583,357,226,,,,
2022-10-19 04:05:02,"24,28","49,2","977,11","0,014935",581,355,226,,,,
2022-10-19 04:05:32,"24,28","49,2","977,11","0,015019",581,356,225,,,,
2022-10-19 04:06:02,"24,28","49,2","977,1","0,014863",574,352,222,,,,
2022-10-19 04:06:32,"24,28","49,2","977,09","0,01487",577,353,224,,,,
2022-10-19 04:07:02,"24,27","49,2","977,09","0,014746",572,350,222,,,,
2022-10-19 04:07:32,"24,28","49,1","977,09","0,014713",570,349,221,,,,
2022-10-19 04:08:02,"24,26","49,1","977,1","0,014629",570,348,222,,,,
2022-10-19 04:08:32,"24,26","49,1","977,09","0,014687",571,349,222,,,,
2022-10-19 04:09:02,"24,26","49,1","977,09","0,014662",572,349,223,,,,
2022-10-19 04:09:32,"24,26","49,1","977,08","0,014662",572,349,223,,,,
2022-10-19 04:10:02,"24,26",49,"977,08","0,014531",564,345,219,,,,
2022-10-19 04:10:32,"24,26",49,"977,07","0,014454",567,345,222,,,,
2022-10-19 04:11:02,"24,25",49,"977,06","0,014505",565,345,220,,,,
2022-10-19 04:11:32,"24,25",49,"977,05",,0,0,0,,,,
2022-10-19 04:12:02,"24,25",49,"977,04","0,014778",574,351,223,,,,
2022-10-19 04:12:32,"24,25",49,"977,03","0,01487",577,353,224,,,,
2022-10-19 04:13:02,"24,25","48,9","977,03","0,014884",583,355,228,,,,
2022-10-19 04:13:32,"24,24","48,9","977,02","0,014968",583,356,227,"3,454598",50612,50392,220
2022-10-19 04:14:02,"24,23","48,9","977,02","0,015085",585,358,227,,,,
2022-10-19 04:14:32,"24,23","48,9","977,01","0,014968",583,356,227,,,,
2022-10-19 04:15:02,"24,21","48,9","977,02","0,015001",585,357,228,,,,
2022-10-19 04:15:32,"24,2","48,9","977,03","0,021992",789,502,287,,,,
2022-10-19 04:16:02,"24,2","48,8","977,01","0,014942",584,356,228,,,,
2022-10-19 04:16:32,"24,2","48,8","977,02","0,014709",580,352,228,,,,
2022-10-19 04:17:02,"24,18","48,8","977,02","0,014618",577,350,227,,,,
2022-10-19 04:17:32,"24,17","48,8","977,02","0,014734",579,352,227,,,,
2022-10-19 04:18:02,"24,17","48,7",977,"0,014709",580,352,228,,,,
2022-10-19 04:18:32,"24,17","48,7","977,01","0,014734",579,352,227,,,,
2022-10-19 04:19:02,"24,17","48,7",977,"0,014832",605,361,244,,,,
2022-10-19 04:19:32,"24,17","48,7","977,02","0,015105",641,375,266,,,,
2022-10-19 04:20:02,"24,17","48,7","977,02","0,015164",595,362,233,,,,
2022-10-19 04:20:32,"24,18","48,7","977,03","0,015154",602,364,238,,,,
2022-10-19 04:21:02,"24,17","48,7","977,01","0,014924",588,357,231,,,,
2022-10-19 04:21:32,"24,17","48,7","977,02","0,018972",1078,545,533,,,,
2022-10-19 04:22:02,"24,16","48,7","977,03","0,014891",586,356,230,,,,
2022-10-19 04:22:32,"24,16","48,7","977,02","0,014833",585,355,230,,,,
2022-10-19 04:23:02,"24,15","48,7","977,01","0,01833",977,510,467,,,,
2022-10-19 04:23:32,"24,16","48,7","977,03","0,015503",608,370,238,,,,
2022-10-19 04:24:02,"24,16","48,7","977,03","0,014972",596,360,236,,,,
2022-10-19 04:24:32,"24,15","48,7","977,02","0,014691",584,353,231,,,,
2022-10-19 04:25:02,"24,15","48,7","977,01","0,014666",585,353,232,,,,
2022-10-19 04:25:32,"24,14","48,7","977,01","0,014889",596,359,237,,,,
2022-10-19 04:26:02,"24,14","48,7",977,"0,014972",596,360,236,,,,
2022-10-19 04:26:32,"24,14","48,7","976,99","0,014808",586,355,231,,,,
2022-10-19 04:27:02,"24,14","48,7","976,99","0,014699",587,354,233,,,,
2022-10-19 04:27:32,"24,14","48,7","976,98","0,014666",585,353,232,,,,
2022-10-19 04:28:02,"24,13","48,7","976,98","0,014633",583,352,231,,,,
2022-10-19 04:28:32,"24,13","48,6","976,99","0,01475",585,354,231,,,,
2022-10-19 04:29:02,"24,12","48,6","976,99","0,014808",586,355,231,,,,
2022-10-19 04:29:32,"24,12","48,6","976,99","0,014724",586,354,232,,,,
2022-10-19 04:30:02,"24,12","48,6","976,99","0,01475",585,354,231,,,,
2022-10-19 04:30:32,"24,11","48,6",977,"0,01475",585,354,231,,,,
2022-10-19 04:31:02,"24,11","48,6","976,99","0,015223",596,363,233,,,,
2022-10-19 04:31:32,"24,1","48,6","977,01","0,015372",600,366,234,,,,
2022-10-19 04:32:02,"24,1","48,6","977,01","0,015671",608,372,236,,,,
2022-10-19 04:32:32,"24,11","48,6",977,"0,01616",625,383,242,,,,
2022-10-19 04:33:02,"24,1","48,6","976,99","0,017021",657,403,254,,,,
2022-10-19 04:33:32,"24,1","48,6","976,99","0,018155",698,429,269,,,,
2022-10-19 04:34:02,"24,1","48,6",977,"0,018943",723,446,277,,,,
2022-10-19 04:34:32,"24,1","48,6",977,"0,01955",742,459,283,,,,
2022-10-19 04:35:02,"24,1","48,6",977,"0,019765",750,464,286,,,,
2022-10-19 04:35:32,"24,1","48,6",977,"0,019922",757,468,289,,,,
2022-10-19 04:36:02,"24,09","48,5","976,99","0,020104",763,472,291,,,,
2022-10-19 04:36:32,"24,08","48,6","976,99","0,020287",769,476,293,,,,
2022-10-19 04:37:02,"24,09","48,5","976,98","0,020815",791,489,302,,,,
2022-10-19 04:37:32,"24,09","48,6","976,98","0,020319",771,477,294,,,,
2022-10-19 04:38:02,"24,08","48,5","976,98","0,020437",773,479,294,,,,
2022-10-19 04:38:32,"24,08","48,5","976,98","0,020378",772,478,294,,,,
2022-10-19 04:39:02,"24,08","48,5","976,98","0,020437",773,479,294,,,,
2022-10-19 04:39:32,"24,07","48,5","976,97","0,020561",778,482,296,,,,
2022-10-19 04:40:02,"24,07","48,5","976,96","0,02062",779,483,296,,,,
2022-10-19 04:40:32,"24,05","48,5","976,96","0,020697",789,487,302,,,,
2022-10-19 04:41:02,"24,05","48,5","976,96","0,020561",778,482,296,,,,
2022-10-19 04:41:32,"24,05","48,3","976,98","0,020626",782,484,298,,,,
2022-10-19 04:42:02,"24,04","48,5","976,97","0,020711",782,485,297,,,,
2022-10-19 04:42:32,"24,04","48,5","976,97","0,020803",785,487,298,,,,
